OPE ID,School,State,Zip Code,School Type,20132014Qtr5_Dependent Students,20132014Qtr5_Independent Students,Quarterly Total,YTD_20132014Qtr5_Dependent Students,YTD_20132014Qtr5_nan,Independent Students,Award Year To Date Total
00704400,CROWLEYS RIDGE TECHNICAL INSTITUTE      ,AR,72336-0000,Public       ,13,23,36,201,,430,631
00732967,ITT TECHNICAL INSTITUTE                 ,AR,72204-7739,Proprietary  ,16,119,135,325,,1086,1411
00773800,SOUTHERN ARKANSAS UNIVERSITY TECH       ,AR,71701-1900,Public       ,12,40,52,670,,1000,1670
00792100,PAUL MITCHELL THE SCHOOL ARKANSAS       ,AR,72701-0000,Proprietary  ,7,17,24,109,,170,279
00997600,COLLEGE OF THE OUACHITAS                ,AR,72104-0816,Public       ,6,67,73,438,,1321,1759
01074100,MELLIE'S BEAUTY COLLEGE                 ,AR,72901-3833,Proprietary  ,7,24,31,83,,260,343
01210500,NATIONAL PARK COMMUNITY COLLEGE         ,AR,71913-9174,Public       ,37,157,194,1212,,2973,4185
01226000,EAST ARKANSAS COMMUNITY COLLEGE         ,AR,72335-2204,Public       ,16,56,72,615,,958,1573
01226100,NORTH ARKANSAS COLLEGE                  ,AR,72601-5508,Public       ,25,72,97,1192,,2065,3257
01286000,ARKANSAS NORTHEASTERN COLLEGE           ,AR,72316-1109,Public       ,32,84,116,814,,1458,2272
02052200,BLACK RIVER TECHNICAL COLLEGE           ,AR,72455-0000,Public       ,26,75,101,951,,2347,3298
02073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE,AR,72503-0000,Public       ,21,61,82,715,,1240,1955
02073700,NORTHWEST TECHNICAL INSTITUTE           ,AR,72765-0000,Public       ,6,18,24,271,,628,899
02074600,SOUTH ARKANSAS COMMUNITY COLLEGE        ,AR,71731-0000,Public       ,15,51,66,795,,1987,2782
02075300,PULASKI TECHNICAL COLLEGE               ,AR,72118-0000,Public       ,89,374,463,4540,,14822,19362
02087000,OZARKA COLLEGE                          ,AR,72556-0000,Public       ,18,75,93,502,,1417,1919
02111100,RICH MOUNTAIN COMMUNITY COLLEGE         ,AR,71953-0000,Public       ,19,55,74,398,,648,1046
02202400,PROFESSIONAL COSMETOLOGY EDUC CTR       ,AR,71730-5828,Proprietary  ,0,4,4,29,,80,109
02220900,COSSATOT COMMUNITY COLLEGE              ,AR,71832-0000,Public       ,10,65,75,596,,1124,1720
02272400,EASTERN COLLEGE OF HEALTH VOCATIONS     ,AR,72205-3535,Proprietary  ,23,92,115,246,,847,1093
02284200,NEW TYLER BARBER COLLEGE INC            ,AR,72114-0000,Proprietary  ,3,11,14,62,,237,299
02287400,MARSHA KAY BEAUTY COLLEGE               ,AR,72653-0000,Proprietary  ,0,3,3,24,,53,77
02330800,JEFFERSON SCHOOL OF NURSING             ,AR,71603-0000,Private      ,1,3,4,106,,265,371
02339800,SOUTHERN INSTITUTE OF COSMETOLOGY       ,AR,72301-0000,Proprietary  ,4,8,12,28,,83,111
02341700,CAREER ACADEMY OF HAIR DESIGN           ,AR,72764-4304,Proprietary  ,6,11,17,55,,187,242
02341701,CAREER ACADEMY OF HAIR DESIGN - ROGERS  ,AR,72756-2102,Proprietary  ,6,14,20,47,,158,205
02341702,CAREER ACADEMY OF HAIR DESIGN - SILOAM  ,AR,72761-4217,Proprietary  ,1,8,9,30,,62,92
02341703,CAREER ACADEMY OF HAIR DESIGN - FAYETTEV,AR,72701-7731,Proprietary  ,2,3,5,2,,3,5
02348200,MID-SOUTH COMMUNITY COLLEGE             ,AR,72301-0000,Public       ,43,162,205,886,,1980,2866
02363500,ARTHUR'S BEAUTY COLLEGE                 ,AR,72901-0000,Proprietary  ,8,17,25,77,,221,298
02525800,LEE'S SCHOOL OF COSMETOLOGY             ,AR,72114-0000,Proprietary  ,0,5,5,46,,142,188
02538500,ARTHUR'S BEAUTY COLLEGE                 ,AR,72076-0000,Proprietary  ,9,33,42,89,,278,367
02569600,SEARCY BEAUTY COLLEGE                   ,AR,72143-0000,Proprietary  ,4,11,15,40,,143,183
03005100,ARKANSAS BEAUTY SCHOOL                  ,AR,72209-5116,Proprietary  ,2,9,11,97,,259,356
03007100,HOT SPRINGS BEAUTY COLLEGE              ,AR,71901-5432,Proprietary  ,2,11,13,40,,160,200
03007600,ARKANSAS BEAUTY SCHOOL-CONWAY           ,AR,72032-4354,Proprietary  ,3,11,14,73,,186,259
03023400,ARKANSAS COLLEGE OF BARBERING           ,AR,72114-5615,Proprietary  ,9,30,39,83,,292,375
03063300,NORTHWEST ARKANSAS COMMUNITY COLLEG     ,AR,72712-5190,Public       ,76,212,288,3945,,6136,10081
03065100,ABC BEAUTY COLLEGE                      ,AR,71923-4206,Proprietary  ,3,7,10,29,,107,136
03066302,BRYAN COLLEGE -                         ,AR,72756-1825,Proprietary  ,2,29,31,87,,342,429
03105200,BAPTIST HEALTH SCHOOLS LITTLE ROCK      ,AR,72210-2820,Private      ,6,35,41,619,,2039,2658
03115102,HERITAGE COLLEGE - LITTLE ROCK          ,AR,72227-5544,Proprietary  ,37,125,162,251,,985,1236
03124900,IMAGINE -  PAUL MITCHELL PARTNER SCHOOL ,AR,72117-2516,Proprietary  ,15,32,47,270,,488,758
03214300,VELVATEX COLLEGE OF BEAUTY CULTURE      ,AR,72202-5452,Proprietary  ,0,1,1,27,,77,104
03254300,MARGARET'S HAIR ACADEMY                 ,AR,71655-4905,Proprietary  ,0,14,14,42,,103,145
03519400,"LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL, ",AR,71730-4804,Proprietary  ,0,3,3,8,,35,43
03855300,ECCLESIA COLLEGE                        ,AR,72762-8159,Private      ,2,7,9,167,,141,308
03912300,CROSSETT SCHOOL OF COSMETOLOGY          ,AR,71635-0000,Proprietary  ,0,4,4,19,,49,68
03997300,ARKANSAS BEAUTY COLLEGE                 ,AR,72801-3741,Proprietary  ,2,7,9,33,,114,147
04183100,WASHINGTON BARBER COLLEGE               ,AR,72209-3820,Proprietary  ,7,16,23,63,,208,271
04183400,SALON PROFESSIONAL ACADEMY (THE)        ,AR,72116-7310,Proprietary  ,0,4,4,74,,161,235
04203400,ARKANSAS STATE UNIVERSITY - NEWPORT     ,AR,72112-9073,Public       ,27,89,116,117,,410,527
04220000,DESIGNER BARBER & STYLIST SCHOOL        ,AR,72903-3753,Proprietary  ,2,14,16,14,,79,93
00133900,CORBAN UNIVERSITY                       ,OR,97301-9392,Private      ,23,32,55,2063,,857,2920
00318600,BLUE MOUNTAIN COMMUNITY COLLEGE         ,OR,97801-0000,Public       ,53,130,183,1307,,2298,3605
00318800,CENTRAL OREGON COMMUNITY COLLEGE        ,OR,97701-5998,Public       ,125,409,534,3490,,7015,10505
00318900,CLATSOP COMMUNITY COLLEGE               ,OR,97103-3698,Public       ,38,108,146,691,,1575,2266
00319100,CONCORDIA UNIVERSITY                    ,OR,97211-6099,Private      ,29,1313,1342,2364,,9753,12117
00319300,EASTERN OREGON UNIVERSITY               ,OR,97850-2899,Public       ,59,117,176,3281,,3728,7009
00319400,GEORGE FOX UNIVERSITY                   ,OR,97132-2697,Private      ,51,75,126,3845,,2511,6356
00319600,LANE COMMUNITY COLLEGE                  ,OR,97405-0640,Public       ,212,680,892,7590,,14050,21640
00319700,LEWIS & CLARK COLLEGE                   ,OR,97219-7899,Private      ,51,74,125,6146,,3673,9819
00319800,LINFIELD COLLEGE                        ,OR,97128-6894,Private      ,51,58,109,3943,,1394,5337
00319801,LINFIELD COLLEGE - PORTLAND CAMPUS      ,OR,97210-0000,Private      ,22,54,76,871,,1450,2321
00319900,MARYLHURST UNIVERSITY                   ,OR,97036-7036,Private      ,9,103,112,175,,1915,2090
00320300,MOUNT ANGEL SEMINARY                    ,OR,97373-0505,Private      ,1,1,2,10,,21,31
00320400,MOUNT HOOD COMMUNITY COLLEGE            ,OR,97030-3300,Public       ,205,590,795,5830,,10887,16717
00320600,MULTNOMAH UNIVERSITY                    ,OR,97220-5898,Private      ,7,36,43,507,,992,1499
00320700,PACIFIC NORTHWEST COLLEGE OF ART        ,OR,97209-3023,Private      ,14,20,34,832,,951,1783
00320800,NORTHWEST CHRISTIAN UNIVERSITY          ,OR,97401-3727,Private      ,13,47,60,794,,1046,1840
00320900,WESTERN OREGON UNIVERSITY               ,OR,97361-1394,Public       ,119,92,211,8091,,3639,11730
00321000,OREGON STATE UNIVERSITY                 ,OR,97331-8507,Public       ,413,621,1034,28550,,16402,44952
00321100,OREGON INSTITUTE OF TECHNOLOGY          ,OR,97601-8801,Public       ,54,112,166,3345,,3101,6446
00321200,PACIFIC UNIVERSITY                      ,OR,97116-1797,Private      ,59,54,113,4329,,3473,7802
00321300,PORTLAND COMMUNITY COLLEGE              ,OR,97219-7198,Public       ,669,2140,2809,16941,,40765,57706
00321311,PORTLAND COMMUNITY COLLEGE - TILLAMOOK B,OR,97141-2599,Public       ,3,26,29,254,,487,741
00321600,PORTLAND STATE UNIVERSITY               ,OR,97207-0000,Public       ,405,938,1343,18357,,27966,46323
00321700,REED COLLEGE                            ,OR,97202-8199,Private      ,25,37,62,2912,,942,3854
00321800,CHEMEKETA COMMUNITY COLLEGE             ,OR,97309-1500,Public       ,223,635,858,7467,,14669,22136
00321900,SOUTHERN OREGON UNIVERSITY              ,OR,97520-5010,Public       ,93,175,268,6172,,4376,10548
00322000,SOUTHWESTERN OREGON COMMUNITY CLG       ,OR,97420-2956,Public       ,32,92,124,1824,,2030,3854
00322100,TREASURE VALLEY COMMUNITY COLLEGE       ,OR,97914-3423,Public       ,59,186,245,1754,,2940,4694
00322200,UMPQUA COMMUNITY COLLEGE                ,OR,97470-0226,Public       ,47,175,222,1401,,2917,4318
00322300,UNIVERSITY OF OREGON                    ,OR,97403-1226,Public       ,403,302,705,29640,,12160,41800
00322400,UNIVERSITY OF PORTLAND                  ,OR,97203-5798,Private      ,156,128,284,11550,,3798,15348
00322500,WARNER PACIFIC COLLEGE                  ,OR,97215-4099,Private      ,20,124,144,1203,,2308,3511
00322700,WILLAMETTE UNIVERSITY                   ,OR,97301-3930,Private      ,56,36,92,5924,,1787,7711
00487800,CLACKAMAS COMMUNITY COLLEGE             ,OR,97045-7998,Public       ,178,426,604,4609,,7330,11939
00488200,OREGON HEALTH & SCIENCE UNIVERSITY      ,OR,97239-0000,Public       ,26,109,135,1313,,4976,6289
00693800,LINN BENTON COMMUNITY COLLEGE           ,OR,97321-3774,Public       ,94,250,344,4398,,6268,10666
00717800,WESTERN SEMINARY                        ,OR,97215-0000,Private      ,1,37,38,24,,674,698
00723402,HEALD COLLEGE - PORTLAND                ,OR,97205-3432,Proprietary  ,39,179,218,429,,1701,2130
00732969,ITT TECHNICAL INSTITUTE                 ,OR,97220-6819,Proprietary  ,37,264,301,643,,2613,3256
00737101,MARINELLO SCHOOL OF BEAUTY - PORTLAND   ,OR,97212-3732,Proprietary  ,12,37,49,143,,374,517
00781900,ART INSTITUTE OF PORTLAND (THE)         ,OR,97209-2911,Proprietary  ,61,115,176,2052,,2409,4461
00888700,CONCORDE CAREER INSTITUTE               ,OR,97232-2242,Proprietary  ,40,149,189,510,,1527,2037
00907900,EVEREST COLLEGE                         ,OR,97204-2296,Proprietary  ,18,92,110,326,,1172,1498
00958100,SPRINGFIELD COLLEGE OF BEAUTY           ,OR,97477-5474,Proprietary  ,5,14,19,97,,204,301
01012200,PHAGANS' MEDFORD BEAUTY SCHOOL          ,OR,97504-5297,Proprietary  ,5,20,25,88,,279,367
01018200,ROGUE COMMUNITY COLLEGE                 ,OR,97527-0000,Public       ,121,454,575,3250,,7870,11120
01050700,ACADEMY OF HAIR DESIGN                  ,OR,97301-3526,Proprietary  ,1,17,18,102,,277,379
01230900,UNIVERSITY OF WESTERN STATES            ,OR,97230-3099,Private      ,3,28,31,106,,832,938
01234700,PHAGANS CENTRAL OREGON BEAUTY CLG       ,OR,97701-5175,Proprietary  ,14,25,39,140,,326,466
01234800,PHAGANS BEAUTY COLLEGE                  ,OR,97333-4716,Proprietary  ,3,16,19,85,,158,243
01235000,PHAGANS SCHOOL OF HAIR DESIGN           ,OR,97086-7721,Proprietary  ,10,17,27,102,,212,314
01235100,PHAGANS SCHOOL OF BEAUTY                ,OR,97301-4732,Proprietary  ,5,30,35,97,,342,439
01300800,PHAGANS TIGARD BEAUTY SCHOOL            ,OR,97223-0000,Proprietary  ,4,8,12,42,,103,145
02101000,NORTHWEST COLLEGE OF HAIR DESIGN        ,OR,97086-7702,Proprietary  ,29,64,93,327,,760,1087
02101002,NORTHWEST COLLEGE                       ,OR,97007-3954,Proprietary  ,4,8,12,59,,127,186
02104900,COLLEGE OF LEGAL ARTS                   ,OR,97219-9998,Proprietary  ,4,42,46,104,,598,702
02106100,COLLEGE OF COSMETOLOGY                  ,OR,97601-0000,Proprietary  ,4,7,11,67,,152,219
02154400,BEAU MONDE CLG OF HAIR DESIGN           ,OR,97205-0000,Proprietary  ,17,31,48,201,,426,627
02159700,NEW HOPE CHRISTIAN COLLEGE              ,OR,97405-1194,Private      ,7,13,20,340,,346,686
02201900,PHAGANS' SCHOOL OF HAIR DESIGN          ,OR,97232-0000,Proprietary  ,10,43,53,184,,527,711
02239203,ANTHEM COLLEGE - BEAVERTON              ,OR,97005-0000,Proprietary  ,19,73,92,185,,496,681
02311000,PAUL MITCHELL THE SCHOOL                ,OR,97205-3724,Proprietary  ,12,28,40,68,,129,197
02330100,PIONEER PACIFIC COLLEGE                 ,OR,97070-0000,Proprietary  ,35,102,137,357,,1241,1598
02330102,PIONEER PACIFIC COLLEGE                 ,OR,97403-0000,Proprietary  ,13,80,93,307,,1232,1539
02337900,COLLEGE OF HAIR DESIGN CAREERS          ,OR,97301-0000,Proprietary  ,2,12,14,105,,253,358
02344100,ROSEBURG BEAUTY COLLEGE                 ,OR,97470-0000,Proprietary  ,1,8,9,56,,165,221
02534000,NATIONAL COLLEGE OF NATURAL MEDICINE    ,OR,97201-0000,Private      ,2,24,26,102,,1113,1215
02578800,NORTHWEST NANNIES INSTITUTE             ,OR,97035-0000,Proprietary  ,2,2,4,33,,26,59
02603700,OREGON COL OF ORIENTAL MEDICINE         ,OR,97216-0000,Private      ,2,9,11,47,,551,598
02617506,EVEREST COLLEGE - EVEREST INSTITUTE     ,OR,97223-6581,Proprietary  ,19,74,93,158,,582,740
03007300,OREGON COLLEGE OF ART & CRAFT           ,OR,97225-6399,Private      ,11,20,31,340,,597,937
03022600,LE CORDON BLEU COLLEGE OF CULINARY ARTS ,OR,97205-2793,Proprietary  ,52,186,238,1030,,2072,3102
03042500,CARRINGTON COLLEGE                      ,OR,97232-1302,Proprietary  ,40,107,147,408,,1350,1758
03074400,PHAGANS NEWPORT ACAD CSMTLGY CAREER     ,OR,97365-4963,Proprietary  ,5,6,11,34,,89,123
03074500,EAST-WEST COLLEGE OF THE HEALING ARTS   ,OR,97232-2765,Proprietary  ,4,41,45,144,,625,769
03185300,PHAGANS GRANTS PASS COLLEGE OF BTY      ,OR,97527-0000,Proprietary  ,8,10,18,57,,161,218
03428300,KLAMATH COMMUNITY COLLEGE               ,OR,97603-7121,Public       ,22,110,132,734,,1788,2522
03642300,INSTITUTE OF TECHNOLOGY                 ,OR,97305-1373,Proprietary  ,10,58,68,207,,732,939
03668300,BIRTHINGWAY COLLEGE OF MIDWIFERY        ,OR,97266-4042,Private      ,0,15,15,46,,351,397
03783400,ABDILL CAREER COLLEGE                   ,OR,97504-7137,Proprietary  ,5,51,56,118,,511,629
04146500,PORTLAND ACTORS CONSERVATORY            ,OR,97201-2557,Private      ,1,10,11,79,,176,255
04151900,COLUMBIA GORGE COMMUNITY COLLEGE        ,OR,97058-3434,Public       ,19,94,113,535,,1145,1680
04167400,SAGE SCHOOL OF MASSAGE & HEALING ARTS   ,OR,97701-4082,Proprietary  ,4,17,21,48,,183,231
04171400,AVEDA INSTITUTE PORTLAND                ,OR,97209-3144,Proprietary  ,20,28,48,418,,669,1087
04194400,AMERICAN COLLEGE OF HEALTHCARE SCIENCES ,OR,97239-3719,Proprietary  ,6,150,156,223,,1179,1402
04194900,TILLAMOOK BAY COMMUNITY COLLEGE         ,OR,97141-2807,Public       ,5,26,31,56,,183,239
00137400,ALBERTUS MAGNUS COLLEGE                 ,CT,06511-1189,Private      ,14,125,139,1134,,1582,2716
00137403,ALBERTUS MAGNUS CLG-NEW DIMENSIONS      ,CT,06511-0000,Private      ,0,0,0,86,,816,902
00137800,CENTRAL CONNECTICUT STATE UNIV          ,CT,06050-2490,Public       ,130,174,304,10817,,5706,16523
00137900,CONNECTICUT COLLEGE                     ,CT,06320-4196,Private      ,15,9,24,3206,,249,3455
00138000,WESTERN CONNECTICUT STATE UNIV          ,CT,06810-6826,Public       ,78,63,141,6592,,2152,8744
00138500,FAIRFIELD UNIVERSITY                    ,CT,06430-0000,Private      ,58,59,117,7843,,1326,9169
00138700,HARTFORD SEMINARY                       ,CT,06105-0000,Private      ,2,6,8,24,,118,142
00138900,HOLY APOSTLES COLLEGE & SEMINARY        ,CT,06416-2027,Private      ,0,3,3,12,,83,95
00139200,MANCHESTER COMMUNITY COLLEGE            ,CT,06045-1046,Public       ,109,236,345,4462,,4886,9348
00139300,MITCHELL COLLEGE                        ,CT,06320-4498,Private      ,5,8,13,1058,,348,1406
00139700,UNIVERSITY OF NEW HAVEN                 ,CT,06516-1999,Private      ,103,76,179,10408,,2556,12964
00139800,NORTHWESTERN CT COMMUNITY COLLEGE       ,CT,06098-1747,Public       ,16,30,46,643,,864,1507
00139900,NORWALK COMMUNITY TECHNICAL COLLEGE     ,CT,06854-1655,Public       ,79,130,209,2862,,3524,6386
00140100,POST UNIVERSITY                         ,CT,06723-3240,Proprietary  ,132,1490,1622,2309,,13042,15351
00140200,QUINNIPIAC UNIVERSITY                   ,CT,06518-1908,Private      ,159,84,243,16960,,2950,19910
00140201,QUINNIPIAC UNIVERSITY SCHOOL OF LAW     ,CT,06518-0000,Private      ,3,7,10,78,,755,833
00140300,SACRED HEART UNIVERSITY                 ,CT,06825-1000,Private      ,71,166,237,8251,,3222,11473
00140600,SOUTHERN CONNECTICUT STATE UNIV         ,CT,06515-1355,Public       ,115,164,279,10277,,6113,16390
00140900,SAINT JOSEPH COLLEGE                    ,CT,06117-2791,Private      ,11,71,82,1306,,2119,3425
00141400,TRINITY COLLEGE                         ,CT,06106-3100,Private      ,27,7,34,3781,,431,4212
00141600,UNIVERSITY OF BRIDGEPORT                ,CT,06601-5650,Private      ,54,134,188,3803,,3958,7761
00141700,UNIVERSITY OF CONNECTICUT-STORRS        ,CT,06269-2151,Public       ,307,191,498,32266,,6699,38965
00141702,UNIV CONN STAMFORD                      ,CT,06901-0000,Public       ,11,28,39,1121,,786,1907
00141703,UNIV OF CONNECTICUT - TORINGTON         ,CT,06790-0000,Public       ,6,7,13,308,,170,478
00141706,UNIV OF CONNECTICUT SCH LAW             ,CT,06105-0000,Public       ,4,7,11,80,,1102,1182
00141707,UNIV OF CT - SCH OF SOCIAL WORK         ,CT,06117-0000,Public       ,2,20,22,197,,829,1026
00141708,UNIVERSITY OF CONNECTICUT - SCHOOL OF ME,CT,06030-1920,Public       ,2,6,8,182,,672,854
00141709,UNIVERSITY OF CONNECTICUT - SCHOOL OF DE,CT,06030-1920,Public       ,6,3,9,331,,406,737
00142200,UNIVERSITY OF HARTFORD                  ,CT,06117-1599,Private      ,131,76,207,11083,,2690,13773
00142400,WESLEYAN UNIVERSITY                     ,CT,06459-3208,Private      ,36,17,53,6005,,336,6341
00142500,EASTERN CONNECTICUT STATE UNIV          ,CT,06226-2295,Public       ,71,51,122,7488,,1670,9158
00142600,YALE UNIVERSITY                         ,CT,06520-8288,Private      ,124,110,234,19397,,8798,28195
00280301,RENSSELAER POLYTECHNIC INSTITUTE-RENSSEL,CT,06120-2991,Private      ,2,4,6,36,,50,86
00451300,HOUSATONIC COMMUNITY COLLEGE            ,CT,06604-4704,Public       ,71,153,224,3277,,5175,8452
00618100,BRIDGEPORT HOSP SCHL OF NURSING         ,CT,06610-2896,Private      ,7,21,28,223,,707,930
00619100,ST. VINCENT'S COLLEGE                   ,CT,06606-9966,Private      ,11,31,42,442,,1176,1618
00698200,NAUGATUCK VALLEY COMM-TECH COLG         ,CT,06708-3089,Public       ,92,214,306,3753,,4799,8552
00730000,ELI WHITNEY TECHNICAL HIGH SCHOOL       ,CT,06514-0000,Public       ,0,5,5,15,,107,122
00730300,LINCOLN TECHNICAL INSTITUTE             ,CT,06051-0000,Proprietary  ,50,151,201,629,,1431,2060
00730306,LINCOLN TECHNICAL INSTITUTE - EAST WINDS,CT,06088-9631,Proprietary  ,48,84,132,1009,,608,1617
00730500,PORTER AND CHESTER INSTITUTE OF BRANFORD,CT,06405-4022,Proprietary  ,32,66,98,289,,621,910
00731100,WINDHAM TECHNICAL HIGH SCHOOL           ,CT,06226-2100,Public       ,0,0,0,7,,15,22
00745900,PAIER COLLEGE OF ART                    ,CT,06514-3902,Proprietary  ,0,7,7,153,,90,243
00763500,CAPITAL COMMUNITY COLLEGE               ,CT,06103-1207,Public       ,55,171,226,2104,,5119,7223
00803700,GATEWAY COMMUNITY-TECHNICAL COLLEGE     ,CT,06511-0000,Public       ,124,256,380,4244,,6986,11230
00803800,MIDDLESEX COMMUNITY CLG                 ,CT,06457-4889,Public       ,45,88,133,1515,,2007,3522
00887300,PAUL MITCHELL THE SCHOOL                ,CT,06810-6716,Proprietary  ,7,8,15,127,,139,266
00887400,BRIO ACADEMY OF COSMETOLOGY             ,CT,06450-4836,Proprietary  ,8,18,26,53,,127,180
00887401,BRIO ACADEMY OF COSMETOLOGY - HAMDEN    ,CT,06514-4132,Proprietary  ,9,15,24,35,,122,157
00887402,BRIO ACADEMY OF COSMETOLOGY - FAIRFIELD ,CT,06824-6690,Proprietary  ,10,44,54,86,,235,321
00887403,BRIO ACADEMY OF COSMETOLOGY - WILLIMANTI,CT,06226-1940,Proprietary  ,5,31,36,41,,135,176
00887404,BRIO ACADEMY OF COSMETOLOGY -           ,CT,06605-4114,Proprietary  ,0,0,0,4,,19,23
00927700,E C GOODWIN TECHNICAL HIGH SCHOOL       ,CT,06053-0000,Public       ,1,5,6,31,,81,112
00940700,LINCOLN COLLEGE OF NEW ENGLAND          ,CT,06489-1057,Proprietary  ,18,41,59,637,,881,1518
00940701,CLEMENS COLLEGE                         ,CT,06078-0000,Proprietary  ,0,0,0,2,,1,3
00976400,TUNXIS COMMUNITY COLLEGE                ,CT,06032-3187,Public       ,55,91,146,2466,,2704,5170
00976500,THREE RIVERS COMMUNITY COLLEGE          ,CT,06360-6598,Public       ,52,155,207,2309,,3556,5865
00982200,ALBERT I PRINCE TECHNICAL HIGH SCHOOL   ,CT,06106-3799,Public       ,2,6,8,22,,159,181
01041700,BRIO ACADEMY OF EAST HARTFORD           ,CT,06108-2220,Proprietary  ,6,39,45,81,,238,319
01053000,QUINEBAUG VALLEY COMMUNITY COLLEGE      ,CT,06239-1440,Public       ,24,74,98,946,,1586,2532
01077900,PORTER AND CHESTER INSTITUTE-ALLCAMPUSES,CT,06615-7158,Proprietary  ,186,500,686,1788,,4106,5894
01115000,ASNUNTUCK COMMUNITY COLLEGE             ,CT,06082-3800,Public       ,24,74,98,722,,1059,1781
01149600,BULLARD HAVENS VOC TECH SCHOOL          ,CT,06610-3499,Public       ,5,7,12,38,,153,191
01169700,VINAL REGIONAL VOC TECH SCHOOL          ,CT,06457-4918,Public       ,2,7,9,14,,70,84
01184300,NORWICH TECHNICAL HIGH SCHOOL           ,CT,06360-7097,Public       ,0,4,4,15,,91,106
01242500,STONE ACADEMY                           ,CT,06516-4049,Proprietary  ,33,141,174,239,,978,1217
01242503,STONE ACADEMY -WATERBURY                ,CT,06705-3823,Proprietary  ,2,10,12,47,,173,220
01242504,STONE ACADEMY -  EAST HARTFORD          ,CT,06118-0000,Proprietary  ,4,13,17,70,,268,338
01287700,SANFORD-BROWN COLLEGE                   ,CT,06855-1436,Proprietary  ,1,2,3,47,,135,182
01291300,LEON INSTITUTE OF HAIR DESIGN           ,CT,06604-4226,Proprietary  ,0,1,1,9,,40,49
02074000,BRANFORD HALL CAREER INSTITUTE          ,CT,06405-0000,Proprietary  ,199,767,966,1139,,4344,5483
02106600,AMERICAN INSTITUTE                      ,CT,06110-1922,Proprietary  ,9,88,97,94,,576,670
02112300,RIDLEY LOWELL BUSINESS & TECH INST      ,CT,06320-0000,Proprietary  ,12,106,118,159,,890,1049
02112700,NORTH HAVEN ACADEMY                     ,CT,06473-3108,Proprietary  ,7,7,14,140,,116,256
02115100,BUTLER BUSINESS SCHOOL                  ,CT,06604-0000,Proprietary  ,0,0,0,1,,0,1
02148700,CONNECTICUT INST OF HAIR DESIGN         ,CT,06716-0000,Proprietary  ,1,3,4,28,,49,77
02202500,NEW ENGLAND TRACTOR TRAILER SCH         ,CT,06071-2036,Proprietary  ,40,422,462,165,,1589,1754
02244900,GOODWIN COLLEGE                         ,CT,06118-9980,Private      ,58,408,466,1355,,5670,7025
02245300,HOWELL CHENEY TECHNICAL HIGH SCHOOL     ,CT,06040-0000,Public       ,1,2,3,10,,22,32
02265900,WINDHAM COMMUNITY MEM HOSP-RAD TECH     ,CT,06226-0000,Private      ,0,1,1,13,,29,42
02296100,YALE-NEW HAVEN HOSP DIETETIC INTERN     ,CT,06510-8900,Private      ,0,3,3,34,,48,82
02300000,W F KAYNOR TECHNICAL HIGH SCHOOL        ,CT,06708-0000,Public       ,1,5,6,26,,126,152
02316600,CONNECTICUT CTR FOR MASSAGE THERAPY     ,CT,06111-3975,Proprietary  ,16,53,69,78,,235,313
02316601,CONNECTICUT CENTER FOR MASSAGE THERAPY -,CT,06880-4619,Proprietary  ,5,29,34,48,,189,237
02316603,CONNECTICUT CENTER FOR MASSAGE THERAPY -,CT,06340-4619,Proprietary  ,5,28,33,43,,154,197
02565000,PLATT TECHNICAL HIGH SCHOOL             ,CT,06460-2105,Public       ,0,1,1,14,,44,58
03079400,LYME ACADEMY COLLEGE OF FINE ARTS       ,CT,06371-2333,Private      ,0,0,0,99,,32,131
03094800,INDUSTRIAL MANAGEMENT & TRAINING        ,CT,06706-1211,Proprietary  ,7,15,22,71,,182,253
03234300,CHARTER OAK STATE COLLEGE               ,CT,06053-2150,Public       ,8,145,153,166,,2163,2329
03316300,LINCOLN TECHNICAL INSTITUTE - HARTFORD  ,CT,06105-3630,Proprietary  ,21,73,94,558,,686,1244
03381300,CONNECTICUT TRAINING CENTER             ,CT,06108-2705,Private      ,0,0,0,1,,20,21
03927300,ALBERT SCHOOL (THE)                     ,CT,06357-2447,Proprietary  ,0,14,14,31,,108,139
03927301,BRIO ACADEMY OF COSMETOLOGY - TORRINGTON,CT,06790-5425,Proprietary  ,4,8,12,28,,55,83
03927302,BRIO ACADEMY OF COSMETOLOGY  -  ENFIELD ,CT,06082-2946,Proprietary  ,5,6,11,40,,66,106
04104300,ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO,CT,06492-0000,Proprietary  ,9,19,28,70,,116,186
04128800,BRANFORD ACADEMY OF HAIR & COSMETOLOGY  ,CT,06405-0000,Proprietary  ,1,9,10,27,,84,111
04145400,OXFORD ACADEMY OF HAIR DESIGN           ,CT,06483-2911,Proprietary  ,7,2,9,57,,71,128
04148400,EUROPEAN ACADEMY OF COSMETOLOGY AND HAIR,CT,06437-0000,Proprietary  ,0,2,2,21,,25,46
04152400,INTERNATIONAL INSTITUTE OF COSMETOLOGY  ,CT,06109-0000,Proprietary  ,8,14,22,129,,103,232
04162900,TONSORIAL ACADEMY OF COSMETOLOGY AND BAR,CT,06516-0000,Proprietary  ,0,0,0,4,,7,11
04219200,ACE COSMETOLOGY & BARBERING TRAINING CEN,CT,06716-0000,Proprietary  ,4,3,7,14,,29,43
